"","IDG_RIUU","COD_PLAN","PAPA_tot","TOT_CREDITOS","NO_MATRICULAS","CREDITOS_AP","AVANCE","PROM_AVANCE","NO_PERDIDAS","ACTIVO"
"4747","027592516","2516",3.0875,24,2,16,10,5,2,1
"4748","027602516","2516",2.97857142857143,28,2,16,10,5,3,1
"4749","027622516","2516",3.425,20,2,12,7.5,3.75,2,1
"4750","027632516","2516",3.62307692307692,13,1,13,8.12,8.12,0,1
"4751","027642516","2516",3.49583333333333,24,2,20,12.5,6.25,1,1
"4752","027652516","2516",3.97096774193548,31,2,27,16.88,8.44,1,1
"4753","027662516","2516",3.36774193548387,31,2,23,14.37,7.18,2,1
"4754","027682516","2516",4.053125,32,2,32,20,10,0,1
"4755","027692516","2516",2.45294117647059,17,1,6,3.75,3.75,3,0
"4756","027702516","2516",3.815625,32,2,28,17.5,8.75,1,1
"4757","027722516","2516",3.95806451612903,31,2,31,19.38,9.69,0,1
"4758","027732516","2516",4.05357142857143,28,2,24,15,7.5,1,1
"4759","027742516","2516",2.51176470588235,17,1,9,5.62,5.62,2,0
"4760","027752516","2516",4.084375,32,2,32,20,10,0,1
"4761","027762516","2516",4.5125,32,2,32,20,10,0,1
"4762","027772516","2516",3.8,28,2,28,17.5,8.75,0,1
"4763","027782516","2516",3.83846153846154,13,1,13,8.12,8.12,0,1
"4764","027802516","2516",3.375,28,2,24,15,7.5,1,1
"4765","027812516","2516",3.25,28,2,20,12.5,6.25,2,1
"4766","027822516","2516",3.89259259259259,27,2,23,14.37,7.18,1,1
"4767","027832516","2516",3.8125,32,2,28,17.5,8.75,1,1
"4768","027842516","2516",3.51851851851852,27,2,23,14.37,7.18,1,1
"4769","027852516","2516",0.664705882352941,17,1,0,0,0,5,0
"4770","027862516","2516",1.35,14,1,6,3.75,3.75,2,0
"4771","027872516","2516",3.25,28,2,20,12.5,6.25,2,1
"4772","027902516","2516",0.484615384615385,13,1,0,0,0,4,0
"4773","027912516","2516",3.66428571428571,28,2,24,15,7.5,1,1
"4774","027922516","2516",3.56071428571429,28,2,20,12.5,6.25,2,1
"4775","027932516","2516",2.03636363636364,22,2,6,3.75,1.88,5,1
"4776","027942516","2516",3.57391304347826,23,2,15,9.38,4.69,2,1
"4777","027952516","2516",4,32,2,28,17.5,8.75,1,1
"4778","027962516","2516",2.852,25,2,10,6.25,3.12,4,0
"4779","027972516","2516",3.75294117647059,17,1,13,8.12,8.12,1,1
"4780","027982516","2516",3.485,20,2,13,8.12,4.06,2,1
"4781","028052516","2516",4.22941176470588,17,1,17,10.62,10.62,0,1
"4782","028062516","2516",3.86470588235294,17,1,13,8.12,8.12,1,1
"4783","028072516","2516",4.00588235294118,17,1,17,10.62,10.62,0,1
"4784","028082516","2516",4.55882352941176,17,1,17,10.62,10.62,0,1
"4785","028092516","2516",3.57647058823529,17,1,17,10.62,10.62,0,1
"4786","028102516","2516",3.81764705882353,17,1,17,10.62,10.62,0,1
"4787","028112516","2516",4.47058823529412,17,1,17,10.62,10.62,0,1
"4788","028122516","2516",3.48461538461538,13,1,13,8.12,8.12,0,1
"4789","028132516","2516",3.42352941176471,17,1,13,8.12,8.12,1,1
"4790","028142516","2516",3.9,17,1,17,10.62,10.62,0,1
"4791","028152516","2516",4.3,13,1,13,8.12,8.12,0,1
"4792","028162516","2516",4.17058823529412,17,1,17,10.62,10.62,0,1
"4793","028182516","2516",4.45294117647059,17,1,17,10.62,10.62,0,1
"4794","028192516","2516",4.01764705882353,17,1,17,10.62,10.62,0,1
"4795","028202516","2516",4.19411764705882,17,1,17,10.62,10.62,0,1
"4796","028212516","2516",3.57647058823529,17,1,17,10.62,10.62,0,1
"4797","028222516","2516",4.15294117647059,17,1,17,10.62,10.62,0,1
"4798","028232516","2516",3.70588235294118,17,1,17,10.62,10.62,0,1
"4799","028242516","2516",4.62307692307692,13,1,13,8.12,8.12,0,1
"4800","028252516","2516",3.60588235294118,17,1,13,8.12,8.12,1,1
"4801","028262516","2516",4.40588235294118,17,1,17,10.62,10.62,0,1
"4802","028272516","2516",2.98823529411765,17,1,10,6.25,6.25,2,1
"4803","028282516","2516",3.80476190476191,21,1,21,13.12,13.12,0,1
"4804","028312516","2516",4.21538461538462,13,1,13,8.12,8.12,0,1
"4805","028322516","2516",4.11538461538461,13,1,13,8.12,8.12,0,1
"4806","028332516","2516",3.92352941176471,17,1,17,10.62,10.62,0,1
"4807","028362516","2516",4.69411764705882,17,1,17,10.62,10.62,0,1
"4808","028372516","2516",3.74117647058824,17,1,17,10.62,10.62,0,1
"4809","028382516","2516",4.30769230769231,13,1,13,8.12,8.12,0,1
"4810","028392516","2516",4.95,8,1,8,5,5,0,1
"4811","028402516","2516",3.9,13,1,13,8.12,8.12,0,1
"4812","028422516","2516",3.49411764705882,17,1,13,8.12,8.12,1,1
"4813","028432516","2516",3.24615384615385,13,1,10,6.25,6.25,1,1
"4814","028452516","2516",4.15384615384615,13,1,13,8.12,8.12,0,1
"4815","028462516","2516",3.24117647058823,17,1,13,8.12,8.12,1,1
"4816","028472516","2516",4.15294117647059,17,1,17,10.62,10.62,0,1
"4817","028482516","2516",3.5,13,1,13,8.12,8.12,0,1
"4818","028492516","2516",3.05294117647059,17,1,13,8.12,8.12,1,1
"4819","028502516","2516",3.91176470588235,17,1,17,10.62,10.62,0,1
"4820","028532516","2516",3.90588235294118,17,1,17,10.62,10.62,0,1
"4821","028542516","2516",3.53529411764706,17,1,13,8.12,8.12,1,1
"4822","028562516","2516",3.55294117647059,17,1,13,8.12,8.12,1,1
"4823","028582516","2516",3.94117647058824,17,1,17,10.62,10.62,0,1
"4824","028592516","2516",4.02941176470588,17,1,17,10.62,10.62,0,1
"4825","028602516","2516",0.428571428571429,14,1,0,0,0,4,0
"4826","028612516","2516",4.07647058823529,17,1,17,10.62,10.62,0,1
"4827","028662516","2516",3.21176470588235,17,1,13,8.12,8.12,1,1
"4828","028682516","2516",3.85294117647059,17,1,17,10.62,10.62,0,1
"4829","028702516","2516",4.49230769230769,13,1,13,8.12,8.12,0,1
"4830","028722516","2516",4.1,17,1,17,10.62,10.62,0,1
"4831","028752516","2516",3.8,13,1,13,8.12,8.12,0,1
"4832","028762516","2516",2.17058823529412,17,1,3,1.88,1.88,4,0
"4833","028772516","2516",3.25,12,1,9,5.62,5.62,1,1
"4834","001222517","2517",4,4,1,4,2.41,2.41,0,0
"4835","001252517","2517",4.5,10,1,10,6.02,6.02,0,0
"4836","001272517","2517",3.72,45,4,45,27.11,6.78,0,0
"4837","002032517","2517",3.4,38,7,29,17.47,2.5,3,1
"4838","002232517","2517",3.8989898989899,99,7,93,56.02,8,2,0
"4839","002572517","2517",3.14285714285714,7,1,7,4.22,4.22,0,0
"4840","003072517","2517",3.3,4,1,4,2.41,2.41,0,0
"4841","003222517","2517",4.29,20,1,20,12.05,12.05,0,0
"4842","003402517","2517",4.12857142857143,14,1,14,8.43,8.43,0,0
"4843","003982517","2517",3.93125,32,3,32,19.28,6.43,0,0
"4844","004062517","2517",4.53846153846154,13,1,13,7.83,7.83,0,0
"4845","004152517","2517",3.94375,16,1,16,9.64,9.64,0,0
"4846","004462517","2517",3.9,13,1,13,7.83,7.83,0,0
"4847","004642517","2517",2.51388888888889,36,3,19,11.45,3.82,4,0
"4848","004782517","2517",4.455,20,2,20,12.05,6.03,0,0
"4849","004922517","2517",4.8,10,1,10,6.02,6.02,0,0
"4850","004992517","2517",4.25384615384615,39,3,39,23.49,7.83,0,0
"4851","005082517","2517",3.78888888888889,9,1,9,5.42,5.42,0,0
"4852","005152517","2517",3.93793103448276,29,3,29,17.47,5.82,0,0
"4853","005212517","2517",2.54545454545455,11,2,7,4.22,2.11,1,0
"4854","005232517","2517",3.7027027027027,37,6,34,20.48,3.41,1,0
"4855","005252517","2517",5,10,1,10,6.02,6.02,0,0
"4856","005282517","2517",3.99615384615385,26,1,26,15.66,15.66,0,0
"4857","005322517","2517",2.81666666666667,18,4,12,7.23,1.81,2,0
"4858","005352517","2517",3.98518518518518,27,2,27,16.27,8.13,0,0
"4859","005372517","2517",2.22,15,2,7,4.22,2.11,2,0
"4860","005412517","2517",3.63703703703704,81,5,78,46.99,9.4,1,0
"4861","005432517","2517",3.53023255813954,43,2,43,25.9,12.95,0,0
"4862","005472517","2517",3.55862068965517,29,2,23,13.86,6.93,2,0
"4863","005492517","2517",4.00338983050847,59,4,56,33.73,8.43,1,0
"4864","005512517","2517",4.12352941176471,17,1,17,10.24,10.24,0,0
"4865","005712517","2517",3.70625,16,1,16,9.64,9.64,0,0
"4866","005742517","2517",3.65,36,3,29,17.47,5.82,2,0
"4867","005812517","2517",2.85416666666667,24,2,21,12.65,6.32,1,0
"4868","005842517","2517",3.725,44,3,34,20.48,6.83,3,0
"4869","005952517","2517",3.46785714285714,28,4,22,13.25,3.31,2,0
"4870","006012517","2517",3.3296875,64,5,52,31.33,6.27,4,0
"4871","006052517","2517",4.5,10,1,10,6.02,6.02,0,0
"4872","006092517","2517",3.79333333333333,15,1,15,9.04,9.04,0,0
"4873","006152517","2517",4.74117647058824,17,1,17,10.24,10.24,0,0
"4874","006172517","2517",4.47272727272727,22,2,22,13.25,6.62,0,0
"4875","006232517","2517",3.83220338983051,59,5,59,35.54,7.11,0,0
"4876","006252517","2517",3.30222222222222,45,4,32,19.28,4.82,4,0
"4877","006282517","2517",2.55,18,2,9,5.42,2.71,3,0
"4878","006402517","2517",4.53846153846154,13,1,13,7.83,7.83,0,0
"4879","006422517","2517",3.26341463414634,41,4,26,15.66,3.92,4,0
"4880","006502517","2517",1.54782608695652,23,2,3,1.81,0.9,6,0
"4881","006532517","2517",3.86315789473684,38,2,38,22.89,11.45,0,0
"4882","006572517","2517",4.12916666666667,24,1,24,14.46,14.46,0,0
"4883","006652517","2517",4.375,20,1,20,12.05,12.05,0,0
"4884","006892517","2517",2.94745762711864,59,4,44,26.51,6.63,5,0
"4885","007012517","2517",1.6,6,1,3,1.81,1.81,1,0
"4886","007072517","2517",4.01869158878505,107,9,104,62.65,6.96,1,0
"4887","007102517","2517",3.45760869565217,92,7,76,45.78,6.54,5,0
"4888","007132517","2517",3.66923076923077,13,2,13,7.83,3.92,0,0
"4889","007142517","2517",4.232,25,2,25,15.06,7.53,0,0
"4890","007172517","2517",3.156,25,2,19,11.45,5.72,2,0
"4891","007212517","2517",3.71724137931034,58,3,58,34.94,11.65,0,0
"4892","007222517","2517",3.52258064516129,31,2,28,16.87,8.44,1,0
"4893","007242517","2517",2.72,15,1,6,3.61,3.61,3,0
"4894","007252517","2517",4.37368421052632,19,1,19,11.45,11.45,0,0
"4895","007262517","2517",4.43684210526316,19,1,19,11.45,11.45,0,0
"4896","007312517","2517",3.36875,32,3,26,15.66,5.22,2,1
"4897","007332517","2517",4.344,25,2,25,15.06,7.53,0,0
"4898","007352517","2517",4.76666666666667,15,1,15,9.04,9.04,0,0
"4899","007382517","2517",3.32786885245902,61,6,52,31.33,5.22,3,0
"4900","007432517","2517",4.9,20,2,20,12.05,6.03,0,0
"4901","007462517","2517",1.07826086956522,23,2,2,1.2,0.6,6,0
"4902","007472517","2517",4.81666666666667,24,1,24,14.46,14.46,0,0
"4903","007492517","2517",2.96216216216216,37,3,24,14.46,4.82,2,0
"4904","007502517","2517",4.53125,16,1,16,9.64,9.64,0,0
"4905","007562517","2517",4.83125,16,1,16,9.64,9.64,0,0
"4906","007592517","2517",4.54146341463415,41,2,41,24.7,12.35,0,0
"4907","007612517","2517",5,10,1,10,6.02,6.02,0,0
"4908","007662517","2517",4.5,10,1,10,6.02,6.02,0,0
"4909","007672517","2517",3.89230769230769,26,2,26,15.66,7.83,0,0
"4910","007702517","2517",3.79574468085106,47,3,43,25.9,8.63,1,0
"4911","007712517","2517",3.54677419354839,62,4,53,31.93,7.98,3,0
"4912","007722517","2517",4.35593220338983,59,3,59,35.54,11.85,0,0
"4913","007732517","2517",2.32777777777778,36,3,13,7.83,2.61,6,0
"4914","007742517","2517",4.77894736842105,19,1,19,11.45,11.45,0,0
"4915","007782517","2517",3.53947368421053,38,3,35,21.08,7.03,1,0
"4916","007812517","2517",3.84666666666667,60,4,57,34.34,8.59,1,0
"4917","007822517","2517",3.56458333333333,96,9,78,46.99,5.22,5,0
"4918","007862517","2517",4.32352941176471,17,3,17,10.24,3.41,0,0
"4919","007882517","2517",4.5,10,1,10,6.02,6.02,0,0
"4920","007922517","2517",4.55454545454545,22,2,22,13.25,6.62,0,0
"4921","007932517","2517",4.28571428571429,14,1,14,8.43,8.43,0,0
"4922","007952517","2517",3.96808510638298,47,5,44,26.51,5.3,1,0
"4923","007972517","2517",3.82692307692308,104,6,92,55.42,9.24,4,0
"4924","007992517","2517",4.74615384615385,13,1,13,7.83,7.83,0,0
"4925","008002517","2517",3.91590909090909,44,2,44,26.51,13.26,0,0
"4926","008012517","2517",3.19310344827586,58,5,53,31.93,6.39,2,0
"4927","008022517","2517",3.80212765957447,47,4,35,21.08,5.27,3,0
"4928","008042517","2517",4.144,50,4,50,30.12,7.53,0,0
"4929","008062517","2517",3.53888888888889,36,3,29,17.47,5.82,2,0
"4930","008072517","2517",4.28484848484849,33,2,33,19.88,9.94,0,0
"4931","008082517","2517",4.06486486486487,37,2,37,22.29,11.14,0,0
"4932","008092517","2517",3.6027397260274,73,7,64,38.55,5.51,3,0
"4933","008102517","2517",3.04457831325301,83,9,61,36.75,4.08,6,1
"4934","008112517","2517",4.4,8,1,8,4.82,4.82,0,0
"4935","008122517","2517",4.03888888888889,36,3,36,21.69,7.23,0,0
"4936","008132517","2517",4.45510204081633,49,5,49,29.52,5.9,0,0
"4937","008152517","2517",4.12173913043478,23,2,23,13.86,6.93,0,0
"4938","008182517","2517",4.04651162790698,43,2,43,25.9,12.95,0,0
"4939","008232517","2517",4.31052631578947,19,1,19,11.45,11.45,0,0
"4940","008262517","2517",3.92650602409639,83,4,79,47.59,11.9,1,0
"4941","008282517","2517",3.85283018867925,53,4,44,26.51,6.63,2,0
"4942","008292517","2517",4.21739130434783,23,1,23,13.86,13.86,0,0
"4943","008332517","2517",3,3,1,3,1.81,1.81,0,0
"4944","008352517","2517",3.79885057471264,87,7,80,48.19,6.88,2,0
"4945","008362517","2517",3.62535211267606,71,7,64,38.55,5.51,2,1
"4946","008372517","2517",4.18076923076923,78,4,75,45.18,11.3,1,0
"4947","008382517","2517",4.22574257425743,101,7,101,60.84,8.69,0,0
"4948","008392517","2517",4.084,25,2,25,15.06,7.53,0,0
"4949","008402517","2517",4.2304347826087,46,3,46,27.71,9.24,0,0
"4950","008412517","2517",4.75625,16,1,16,9.64,9.64,0,0
"4951","008422517","2517",3.84666666666667,45,3,35,21.08,7.03,1,0
"4952","008432517","2517",4.7125,24,2,24,14.46,7.23,0,0
"4953","008442517","2517",3.01368421052632,95,9,66,39.76,4.42,9,0
"4954","008462517","2517",3.47678571428571,112,9,94,56.63,6.29,5,0
"4955","008482517","2517",4.5972972972973,37,2,37,22.29,11.14,0,0
"4956","008492517","2517",4.03684210526316,38,2,38,22.89,11.45,0,0
"4957","008502517","2517",4.7,13,1,13,7.83,7.83,0,0
"4958","008512517","2517",3.97462686567164,67,4,67,40.36,10.09,0,0
"4959","008532517","2517",4.37142857142857,21,1,21,12.65,12.65,0,0
"4960","008542517","2517",4.39183673469388,49,2,49,29.52,14.76,0,0
"4961","008552517","2517",4.25483870967742,31,2,31,18.67,9.34,0,0
"4962","008562517","2517",3.67692307692308,65,3,65,39.16,13.05,0,0
"4963","008572517","2517",3.83623188405797,69,4,66,39.76,9.94,1,0
"4964","008582517","2517",4.23417721518987,79,5,79,47.59,9.52,0,0
"4965","008592517","2517",4.33488372093023,43,2,43,25.9,12.95,0,0
"4966","008612517","2517",4.62592592592593,27,2,27,16.27,8.13,0,0
"4967","008622517","2517",4.75862068965517,29,2,29,17.47,8.73,0,0
"4968","008632517","2517",4.46923076923077,26,1,26,15.66,15.66,0,0
"4969","008652517","2517",4.54230769230769,26,2,26,15.66,7.83,0,0
"4970","008682517","2517",4.06891891891892,74,4,74,44.58,11.14,0,0
"4971","008692517","2517",3.8375,16,1,16,9.64,9.64,0,0
"4972","008702517","2517",4.27741935483871,62,3,59,35.54,11.85,1,0
"4973","008772517","2517",5,13,2,13,7.83,3.92,0,0
"4974","008802517","2517",3.11428571428571,49,3,26,15.66,5.22,6,0
"4975","008832517","2517",4.64210526315789,57,4,57,34.34,8.59,0,0
"4976","008842517","2517",4.16744186046512,43,3,40,24.1,8.03,1,0
"4977","008852517","2517",3.97671232876712,73,5,73,43.98,8.8,0,0
"4978","008882517","2517",3.7530303030303,66,3,66,39.76,13.25,0,0
"4979","008892517","2517",4.374,50,3,47,28.31,9.44,1,0
"4980","008902517","2517",4.57333333333333,60,4,60,36.14,9.04,0,0
"4981","008922517","2517",3.62477064220184,109,5,88,53.01,10.6,6,0
"4982","008932517","2517",4.57567567567568,37,3,37,22.29,7.43,0,0
"4983","008952517","2517",3.98392857142857,56,4,53,31.93,7.98,1,0
"4984","008982517","2517",3.58725490196078,102,7,86,51.81,7.4,5,0
"4985","009002517","2517",4.19295774647887,71,4,71,42.77,10.69,0,0
"4986","009012517","2517",4.27619047619048,63,5,63,37.95,7.59,0,0
"4987","009042517","2517",4.37017543859649,57,3,57,34.34,11.45,0,0
"4988","009052517","2517",4.11486486486486,74,4,74,44.58,11.14,0,0
"4989","009062517","2517",3.97605633802817,71,4,71,42.77,10.69,0,0
"4990","009092517","2517",4.21311475409836,61,4,61,36.75,9.19,0,0
"4991","009122517","2517",4.642,50,3,50,30.12,10.04,0,0
"4992","009132517","2517",4.56666666666667,33,3,33,19.88,6.63,0,0
"4993","009142517","2517",4.59318181818182,44,3,44,26.51,8.84,0,0
"4994","009152517","2517",4.37428571428571,35,3,35,21.08,7.03,0,0
"4995","009172517","2517",4.36451612903226,62,4,62,37.35,9.34,0,0
"4996","009182517","2517",4.60806451612903,62,4,62,37.35,9.34,0,0
"4997","009192517","2517",4.28709677419355,62,4,62,37.35,9.34,0,0
"4998","009202517","2517",4.52461538461538,65,4,65,39.16,9.79,0,0
"4999","009212517","2517",4.53888888888889,72,5,72,43.37,8.67,0,0
"5000","009222517","2517",4.34857142857143,70,4,70,42.17,10.54,0,0
"5001","009232517","2517",4.22982456140351,57,4,57,34.34,8.59,0,0
"5002","009242517","2517",3.62307692307692,78,5,70,42.17,8.43,2,0
"5003","009252517","2517",4.64358974358974,39,3,39,23.49,7.83,0,0
"5004","009262517","2517",4.6421052631579,57,4,57,34.34,8.59,0,0
"5005","009292517","2517",3.03333333333333,9,1,6,3.61,3.61,1,0
"5006","009302517","2517",4.71034482758621,29,2,29,17.47,8.73,0,0
"5007","009382517","2517",3.04776119402985,67,4,40,24.1,6.03,7,0
"5008","009392517","2517",0.16,10,1,0,0,0,3,0
"5009","009402517","2517",3.75151515151515,99,7,93,56.02,8,2,0
"5010","009412517","2517",3.65901639344262,122,12,109,65.66,5.47,3,0
"5011","009422517","2517",3.73,100,6,88,53.01,8.83,3,0
"5012","009432517","2517",2.92173913043478,69,7,45,27.11,3.87,8,0
"5013","009442517","2517",4.15806451612903,62,4,62,37.35,9.34,0,0
"5014","009452517","2517",3.4104,125,12,107,64.46,5.37,5,1
"5015","009482517","2517",4.25,66,4,66,39.76,9.94,0,0
"5016","009492517","2517",4.166,50,4,50,30.12,7.53,0,0
"5017","009502517","2517",4.10361445783133,83,5,80,48.19,9.64,1,0
"5018","009532517","2517",4.42978723404255,47,3,47,28.31,9.44,0,0
"5019","009542517","2517",4.27611940298507,67,4,67,40.36,10.09,0,0
"5020","009552517","2517",3.88409090909091,88,4,82,49.4,12.35,1,0
"5021","009562517","2517",4.23166666666667,60,4,60,36.14,9.04,0,0
"5022","009572517","2517",4.37611940298507,67,4,67,40.36,10.09,0,0
"5023","009582517","2517",4.06021505376344,93,5,90,54.22,10.84,1,0
"5024","009602517","2517",3.35205479452055,146,11,110,66.27,6.02,8,1
"5025","009612517","2517",4.09718309859155,71,5,68,40.96,8.19,1,0
"5026","009632517","2517",4.04078947368421,76,4,73,43.98,10.99,1,0
"5027","009642517","2517",3.96734693877551,98,7,95,57.23,8.18,1,0
"5028","009682517","2517",3.36046511627907,86,7,71,42.77,6.11,3,0
"5029","009692517","2517",4.27083333333333,48,3,48,28.92,9.64,0,0
"5030","009702517","2517",4.26835443037975,79,4,79,47.59,11.9,0,0
"5031","009722517","2517",3.58760330578512,121,10,102,61.45,6.15,6,1
"5032","009732517","2517",3.98653846153846,104,6,101,60.84,10.14,1,0
"5033","009742517","2517",4.22638888888889,72,5,72,43.37,8.67,0,0
"5034","009752517","2517",4.47368421052632,57,4,57,34.34,8.59,0,0
"5035","009762517","2517",3.79423076923077,52,4,44,26.51,6.63,2,0
"5036","009772517","2517",3.60526315789474,57,5,38,22.89,4.58,4,0
"5037","009782517","2517",3.8943661971831,71,6,71,42.77,7.13,0,0
"5038","009792517","2517",4.52588235294118,85,7,85,51.2,7.31,0,0
"5039","009802517","2517",4.5125,40,2,40,24.1,12.05,0,0
"5040","009812517","2517",4.34868421052632,76,5,76,45.78,9.16,0,0
"5041","009822517","2517",4.16336633663366,101,7,98,59.04,8.43,1,0
"5042","009832517","2517",3.96266666666667,75,4,72,43.37,10.84,1,0
"5043","009842517","2517",3.82454545454546,110,6,103,62.05,10.34,2,0
"5044","009852517","2517",4.06451612903226,93,5,87,52.41,10.48,2,0
"5045","009872517","2517",4.38260869565217,46,4,46,27.71,6.93,0,0
"5046","009882517","2517",4.23837209302326,86,4,82,49.4,12.35,1,0
"5047","009892517","2517",4.10679611650485,103,6,103,62.05,10.34,0,0
"5048","009902517","2517",4.29272727272727,55,3,55,33.13,11.04,0,0
"5049","009922517","2517",3.99183673469388,49,3,49,29.52,9.84,0,0
"5050","009932517","2517",4.17757009345794,107,5,107,64.46,12.89,0,0
"5051","009942517","2517",3.22954545454545,88,6,67,40.36,6.73,7,0
"5052","009952517","2517",4.55714285714286,70,5,70,42.17,8.43,0,0
"5053","009962517","2517",3.01067961165049,103,8,66,39.76,4.97,9,1
"5054","009972517","2517",4.13404255319149,47,3,47,28.31,9.44,0,0
"5055","009982517","2517",4.18403361344538,119,7,113,68.07,9.72,1,0
"5056","009992517","2517",4.40869565217391,46,4,46,27.71,6.93,0,0
"5057","010002517","2517",3.46857142857143,140,11,112,67.47,6.13,8,0
"5058","010012517","2517",4.38653846153846,52,3,52,31.33,10.44,0,0
"5059","010022517","2517",4.43139534883721,86,6,86,51.81,8.63,0,0
"5060","010032517","2517",3.41625,160,10,136,81.93,8.19,7,0
"5061","010042517","2517",4.52142857142857,70,4,70,42.17,10.54,0,0
"5062","010052517","2517",4.25324675324675,77,5,77,46.39,9.28,0,0
"5063","010062517","2517",4.346875,64,4,64,38.55,9.64,0,0
"5064","010072517","2517",4.23611111111111,72,5,72,43.37,8.67,0,0
"5065","010082517","2517",4.52428571428571,70,5,70,42.17,8.43,0,0
"5066","010102517","2517",3.61428571428571,119,8,103,62.05,7.76,5,1
"5067","010112517","2517",3.83645833333333,96,7,87,52.41,7.49,3,0
"5068","010122517","2517",3.94803921568628,102,6,93,56.02,9.34,3,0
"5069","010132517","2517",4.24432989690722,97,5,97,58.43,11.69,0,0
"5070","010142517","2517",4.15471698113208,106,6,106,63.86,10.64,0,0
"5071","010162517","2517",3.74916666666667,120,8,106,63.86,7.98,4,0
"5072","010182517","2517",4.29405940594059,101,6,101,60.84,10.14,0,0
"5073","010202517","2517",4.13561643835616,73,4,73,43.98,10.99,0,0
"5074","010262517","2517",3.90234375,128,8,119,71.69,8.96,3,0
"5075","010272517","2517",3.91590909090909,132,8,124,74.7,9.34,2,0
"5076","010292517","2517",4.06777777777778,90,6,90,54.22,9.04,0,0
"5077","010302517","2517",3.92946428571429,112,6,106,63.86,10.64,2,0
"5078","010312517","2517",4.29333333333333,75,4,75,45.18,11.3,0,0
"5079","010362517","2517",3.59024390243902,41,2,38,22.89,11.45,1,0
"5080","010392517","2517",4.29396551724138,116,6,116,69.88,11.65,0,0
"5081","010402517","2517",4.2680412371134,97,6,97,58.43,9.74,0,0
"5082","010422517","2517",2.94827586206897,58,4,34,20.48,5.12,8,0
"5083","010432517","2517",3.86454545454546,110,7,104,62.65,8.95,2,0
"5084","010442517","2517",4.01195652173913,92,6,92,55.42,9.24,0,0
"5085","010452517","2517",4.3505376344086,93,5,93,56.02,11.2,0,0
"5086","010462517","2517",4.30114942528736,87,5,87,52.41,10.48,0,0
"5087","010472517","2517",4.04257425742574,101,6,97,58.43,9.74,1,0
"5088","010482517","2517",4.52566371681416,113,8,113,68.07,8.51,0,0
"5089","010492517","2517",4.37708333333333,96,5,96,57.83,11.57,0,0
"5090","010512517","2517",4.34333333333333,90,5,90,54.22,10.84,0,0
"5091","010522517","2517",4.28235294117647,102,6,102,61.45,10.24,0,0
"5092","010532517","2517",4.40967741935484,93,5,93,56.02,11.2,0,0
"5093","010542517","2517",4.153,100,6,97,58.43,9.74,1,0
"5094","010552517","2517",4.38,110,6,110,66.27,11.04,0,0
"5095","010592517","2517",3.81450381679389,131,8,125,75.3,9.41,2,0
"5096","010632517","2517",4.00625,80,5,77,46.39,9.28,1,0
"5097","010642517","2517",4.30933333333333,75,6,75,45.18,7.53,0,0
"5098","010672517","2517",3.97596899224806,129,7,122,73.49,10.5,2,0
"5099","010692517","2517",4.41458333333333,96,6,96,57.83,9.64,0,0
"5100","010702517","2517",4.16371681415929,113,9,113,68.07,7.56,0,0
"5101","010712517","2517",4.32604166666667,96,7,96,57.83,8.26,0,0
"5102","010722517","2517",3.93020833333333,96,6,96,57.83,9.64,0,0
"5103","010732517","2517",3.83370165745856,181,11,162,97.59,8.87,6,0
"5104","010742517","2517",4.02674418604651,86,6,83,50,8.33,1,0
"5105","010752517","2517",3.39655172413793,87,10,72,43.37,4.34,5,1
"5106","010772517","2517",4.25569620253165,79,5,79,47.59,9.52,0,0
"5107","010782517","2517",3.57089552238806,134,7,116,69.88,9.98,5,0
"5108","010792517","2517",3.99791666666667,144,9,138,83.13,9.24,2,0
"5109","010802517","2517",4.27857142857143,112,6,112,67.47,11.24,0,0
"5110","010812517","2517",4.2093023255814,129,8,129,77.71,9.71,0,0
"5111","010822517","2517",4.41123595505618,89,6,89,53.61,8.94,0,0
"5112","010852517","2517",4.07903225806452,124,7,116,69.88,9.98,2,0
"5113","010862517","2517",4.49619047619048,105,6,105,63.25,10.54,0,0
"5114","010872517","2517",4.51896551724138,116,7,116,69.88,9.98,0,0
"5115","010882517","2517",4.19481481481481,135,8,135,81.33,10.17,0,0
"5116","010892517","2517",4.4925,120,6,120,72.29,12.05,0,0
"5117","010912517","2517",4.19401709401709,117,7,117,70.48,10.07,0,0
"5118","010922517","2517",4.49134615384615,104,6,104,62.65,10.44,0,0
"5119","010942517","2517",3.20673076923077,104,10,70,42.17,4.22,9,1
"5120","010952517","2517",3.26571428571429,35,3,29,17.47,5.82,2,1
"5121","010962517","2517",4.53636363636364,44,4,44,26.51,6.63,0,0
"5122","010982517","2517",3.89065420560748,107,9,101,60.84,6.76,2,0
"5123","011012517","2517",3.45636363636364,55,5,44,26.51,5.3,3,0
"5124","011022517","2517",4.10467289719626,107,7,107,64.46,9.21,0,0
"5125","011032517","2517",3.43821138211382,123,11,103,62.05,5.64,1,1
"5126","011042517","2517",4.45963302752294,109,7,109,65.66,9.38,0,0
"5127","011052517","2517",4.48322147651007,149,9,149,89.76,9.97,0,0
"5128","011062517","2517",3.74929577464789,71,4,71,42.77,10.69,0,0
"5129","011082517","2517",3.97959183673469,147,11,137,82.53,7.5,3,0
"5130","011092517","2517",4.232,100,5,100,60.24,12.05,0,0
"5131","011102517","2517",3.1734375,64,5,54,32.53,6.51,3,0
