"","IDG_RIUU","COD_PLAN","PAPA_tot","GRUPO","PLAN","TRIAGE"
"3454","001652933","2933","4.5",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3455","001672933","2933","4",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3456","001692933","2933","4",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3458","001722933","2933","4.2",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3460","001782933","2933","3.9",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3462","001812933","2933","3.8",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3466","001972933","2933","4.2",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3468","002002933","2933","3.8",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3470","002032933","2933","4",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3471","002052933","2933","3.9",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3479","002172933","2933","4.4",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3481","002192933","2933","4",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3492","002452933","2933","4.7",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3493","002462933","2933","4.5",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3494","002472933","2933","4.4",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"3502","002602933","2933","4",1,"CIENCIAS DE LA COMPUTACIÓN","V"
"17","016572513","2513","4",6,"BIOLOGÍA","VI"
"22","017162513","2513","3.8",6,"BIOLOGÍA","VI"
"27","017552513","2513","3.7",6,"BIOLOGÍA","VI"
"33","017942513","2513","3.8",6,"BIOLOGÍA","VI"
"34","017972513","2513","4",6,"BIOLOGÍA","VI"
"35","018122513","2513","3.8",6,"BIOLOGÍA","VI"
"40","018222513","2513","4.3",6,"BIOLOGÍA","VI"
"45","018282513","2513","4",6,"BIOLOGÍA","VI"
"51","018652513","2513","4.2",6,"BIOLOGÍA","VI"
"52","018682513","2513","4.1",6,"BIOLOGÍA","VI"
"53","018762513","2513","3.9",6,"BIOLOGÍA","VI"
"61","019122513","2513","4.3",6,"BIOLOGÍA","VI"
"62","019212513","2513","3.8",6,"BIOLOGÍA","VI"
"66","019362513","2513","4.2",6,"BIOLOGÍA","VI"
"67","019372513","2513","3.8",6,"BIOLOGÍA","VI"
"68","019382513","2513","3.9",6,"BIOLOGÍA","VI"
"69","019402513","2513","4.2",6,"BIOLOGÍA","VI"
"70","019512513","2513","3.9",6,"BIOLOGÍA","VI"
"73","019552513","2513","4.1",6,"BIOLOGÍA","VI"
"75","019602513","2513","4.2",6,"BIOLOGÍA","VI"
"77","019652513","2513","4.3",6,"BIOLOGÍA","VI"
"79","019752513","2513","3.7",6,"BIOLOGÍA","VI"
"80","019792513","2513","4.1",6,"BIOLOGÍA","VI"
"81","019832513","2513","4.1",6,"BIOLOGÍA","VI"
"82","019842513","2513","3.8",6,"BIOLOGÍA","VI"
"83","019852513","2513","4.1",6,"BIOLOGÍA","VI"
"85","019872513","2513","3.9",6,"BIOLOGÍA","VI"
"86","019892513","2513","3.8",6,"BIOLOGÍA","VI"
"87","019902513","2513","3.7",6,"BIOLOGÍA","VI"
"89","019922513","2513","4.2",6,"BIOLOGÍA","VI"
"92","019962513","2513","4.1",6,"BIOLOGÍA","VI"
"93","019972513","2513","4.2",6,"BIOLOGÍA","VI"
"94","019982513","2513","4.4",6,"BIOLOGÍA","VI"
"96","020132513","2513","4.3",6,"BIOLOGÍA","VI"
"97","020172513","2513","4",6,"BIOLOGÍA","VI"
"99","020202513","2513","4.6",6,"BIOLOGÍA","VI"
"100","020222513","2513","4.5",6,"BIOLOGÍA","VI"
"101","020232513","2513","3.8",6,"BIOLOGÍA","VI"
"103","020292513","2513","4",6,"BIOLOGÍA","VI"
"104","020302513","2513","4.3",6,"BIOLOGÍA","VI"
"105","020312513","2513","3.9",6,"BIOLOGÍA","VI"
"107","020362513","2513","4",6,"BIOLOGÍA","VI"
"108","020382513","2513","4.4",6,"BIOLOGÍA","VI"
"109","020392513","2513","3.8",6,"BIOLOGÍA","VI"
"111","020432513","2513","4.1",6,"BIOLOGÍA","VI"
"113","020462513","2513","4.5",6,"BIOLOGÍA","VI"
"114","020472513","2513","4.3",6,"BIOLOGÍA","VI"
"115","020492513","2513","4.3",6,"BIOLOGÍA","VI"
"116","020502513","2513","4.4",6,"BIOLOGÍA","VI"
"117","020532513","2513","4.3",6,"BIOLOGÍA","VI"
"118","020542513","2513","4.3",6,"BIOLOGÍA","VI"
"119","020562513","2513","4.4",6,"BIOLOGÍA","VI"
"120","020572513","2513","4",6,"BIOLOGÍA","VI"
"121","020582513","2513","4.1",6,"BIOLOGÍA","VI"
"124","020652513","2513","3.7",6,"BIOLOGÍA","VI"
"126","020682513","2513","3.9",6,"BIOLOGÍA","VI"
"127","020692513","2513","4.3",6,"BIOLOGÍA","VI"
"128","020702513","2513","4",6,"BIOLOGÍA","VI"
"130","020722513","2513","4.1",6,"BIOLOGÍA","VI"
"132","020752513","2513","4.2",6,"BIOLOGÍA","VI"
"133","020772513","2513","3.8",6,"BIOLOGÍA","VI"
"137","020862513","2513","4.1",6,"BIOLOGÍA","VI"
"138","020872513","2513","4.1",6,"BIOLOGÍA","VI"
"139","020882513","2513","4.3",6,"BIOLOGÍA","VI"
"140","020902513","2513","4.1",6,"BIOLOGÍA","VI"
"141","020912513","2513","4.4",6,"BIOLOGÍA","VI"
"142","021002513","2513","4.4",6,"BIOLOGÍA","VI"
"145","021042513","2513","4.1",6,"BIOLOGÍA","VI"
"150","021142513","2513","3.8",6,"BIOLOGÍA","VI"
"153","021202513","2513","4",6,"BIOLOGÍA","VI"
"154","021212513","2513","4.3",6,"BIOLOGÍA","VI"
"155","021222513","2513","4.3",6,"BIOLOGÍA","VI"
"156","021232513","2513","3.9",6,"BIOLOGÍA","VI"
"157","021242513","2513","4.4",6,"BIOLOGÍA","VI"
"161","021302513","2513","4.2",6,"BIOLOGÍA","VI"
"166","021382513","2513","4.3",6,"BIOLOGÍA","VI"
"168","021412513","2513","3.9",6,"BIOLOGÍA","VI"
"169","021432513","2513","3.9",6,"BIOLOGÍA","VI"
"170","021462513","2513","4.4",6,"BIOLOGÍA","VI"
"172","021482513","2513","4.3",6,"BIOLOGÍA","VI"
"174","021512513","2513","3.9",6,"BIOLOGÍA","VI"
"179","021652513","2513","4.2",6,"BIOLOGÍA","VI"
"182","021692513","2513","4.2",6,"BIOLOGÍA","VI"
"183","021702513","2513","4.3",6,"BIOLOGÍA","VI"
"184","021722513","2513","4.2",6,"BIOLOGÍA","VI"
"187","021762513","2513","4.3",6,"BIOLOGÍA","VI"
"188","021772513","2513","4.5",6,"BIOLOGÍA","VI"
"189","021802513","2513","4",6,"BIOLOGÍA","VI"
"190","021842513","2513","4.5",6,"BIOLOGÍA","VI"
"191","021902513","2513","4.5",6,"BIOLOGÍA","VI"
"194","021982513","2513","3.9",6,"BIOLOGÍA","VI"
"202","022112513","2513","4",6,"BIOLOGÍA","VI"
"206","022222513","2513","3.8",6,"BIOLOGÍA","VI"
"209","022292513","2513","4.5",6,"BIOLOGÍA","VI"
"211","022362513","2513","4.5",6,"BIOLOGÍA","VI"
"214","022392513","2513","4.3",6,"BIOLOGÍA","VI"
"222","022472513","2513","4.4",6,"BIOLOGÍA","VI"
"536","014182514","2514","3.9",6,"ESTADÍSTICA","VI"
"537","014222514","2514","3.8",6,"ESTADÍSTICA","VI"
"556","016292514","2514","3.9",6,"ESTADÍSTICA","VI"
"571","016752514","2514","3.7",6,"ESTADÍSTICA","VI"
"576","016892514","2514","3.9",6,"ESTADÍSTICA","VI"
"577","016902514","2514","4",6,"ESTADÍSTICA","VI"
"578","016912514","2514","3.9",6,"ESTADÍSTICA","VI"
"583","017132514","2514","3.8",6,"ESTADÍSTICA","VI"
"585","017172514","2514","4",6,"ESTADÍSTICA","VI"
"592","017462514","2514","3.9",6,"ESTADÍSTICA","VI"
"597","017622514","2514","4",6,"ESTADÍSTICA","VI"
"600","017662514","2514","3.9",6,"ESTADÍSTICA","VI"
"603","017722514","2514","4.3",6,"ESTADÍSTICA","VI"
"607","017812514","2514","4.4",6,"ESTADÍSTICA","VI"
"614","017902514","2514","3.9",6,"ESTADÍSTICA","VI"
"616","017922514","2514","4.1",6,"ESTADÍSTICA","VI"
"618","017952514","2514","4",6,"ESTADÍSTICA","VI"
"619","017972514","2514","3.7",6,"ESTADÍSTICA","VI"
"620","018002514","2514","4.2",6,"ESTADÍSTICA","VI"
"624","018102514","2514","4.1",6,"ESTADÍSTICA","VI"
"625","018112514","2514","4",6,"ESTADÍSTICA","VI"
"630","018252514","2514","4.2",6,"ESTADÍSTICA","VI"
"633","018282514","2514","4.2",6,"ESTADÍSTICA","VI"
"634","018292514","2514","4.6",6,"ESTADÍSTICA","VI"
"636","018312514","2514","4.3",6,"ESTADÍSTICA","VI"
"637","018322514","2514","4.6",6,"ESTADÍSTICA","VI"
"638","018342514","2514","4.5",6,"ESTADÍSTICA","VI"
"642","018392514","2514","4.2",6,"ESTADÍSTICA","VI"
"644","018412514","2514","4.2",6,"ESTADÍSTICA","VI"
"647","018442514","2514","4.2",6,"ESTADÍSTICA","VI"
"649","018462514","2514","4.1",6,"ESTADÍSTICA","VI"
"650","018502514","2514","3.9",6,"ESTADÍSTICA","VI"
"651","018532514","2514","4.5",6,"ESTADÍSTICA","VI"
"654","018582514","2514","4.4",6,"ESTADÍSTICA","VI"
"657","018622514","2514","3.8",6,"ESTADÍSTICA","VI"
"670","018942514","2514","3.8",6,"ESTADÍSTICA","VI"
"671","018952514","2514","4.3",6,"ESTADÍSTICA","VI"
"677","019022514","2514","4.5",6,"ESTADÍSTICA","VI"
"682","019072514","2514","4.4",6,"ESTADÍSTICA","VI"
"683","019082514","2514","4.3",6,"ESTADÍSTICA","VI"
"686","019122514","2514","4.5",6,"ESTADÍSTICA","VI"
"693","019222514","2514","4.5",6,"ESTADÍSTICA","VI"
"706","019422514","2514","4.6",6,"ESTADÍSTICA","VI"
"708","019452514","2514","4.5",6,"ESTADÍSTICA","VI"
"710","019512514","2514","4.2",6,"ESTADÍSTICA","VI"
"740","020032514","2514","4.5",6,"ESTADÍSTICA","VI"
"981","020442515","2515","4.1",6,"FARMACIA","VI"
"983","020662515","2515","3.8",6,"FARMACIA","VI"
"984","020892515","2515","4.2",6,"FARMACIA","VI"
"985","020972515","2515","4.1",6,"FARMACIA","VI"
"986","021042515","2515","3.8",6,"FARMACIA","VI"
"989","021202515","2515","4",6,"FARMACIA","VI"
"991","021232515","2515","4",6,"FARMACIA","VI"
"992","021262515","2515","4.1",6,"FARMACIA","VI"
"1004","021582515","2515","4.1",6,"FARMACIA","VI"
"1008","021722515","2515","4",6,"FARMACIA","VI"
"1013","021902515","2515","3.9",6,"FARMACIA","VI"
"1014","021922515","2515","4.1",6,"FARMACIA","VI"
"1015","021992515","2515","4",6,"FARMACIA","VI"
"1017","022042515","2515","4.2",6,"FARMACIA","VI"
"1021","022092515","2515","4",6,"FARMACIA","VI"
"1022","022122515","2515","3.9",6,"FARMACIA","VI"
"1027","022272515","2515","3.9",6,"FARMACIA","VI"
"1029","022352515","2515","4",6,"FARMACIA","VI"
"1035","022542515","2515","4.3",6,"FARMACIA","VI"
"1037","022562515","2515","4.4",6,"FARMACIA","VI"
"1038","022572515","2515","4.5",6,"FARMACIA","VI"
"1039","022592515","2515","4",6,"FARMACIA","VI"
"1041","022612515","2515","4",6,"FARMACIA","VI"
"1042","022622515","2515","4.3",6,"FARMACIA","VI"
"1043","022632515","2515","4.4",6,"FARMACIA","VI"
"1044","022642515","2515","4.2",6,"FARMACIA","VI"
"1045","022662515","2515","4.2",6,"FARMACIA","VI"
"1047","022682515","2515","4.1",6,"FARMACIA","VI"
"1049","022702515","2515","4.1",6,"FARMACIA","VI"
"1050","022712515","2515","4.3",6,"FARMACIA","VI"
"1051","022762515","2515","4.2",6,"FARMACIA","VI"
"1052","022832515","2515","4.3",6,"FARMACIA","VI"
"1053","022842515","2515","3.9",6,"FARMACIA","VI"
"1054","022862515","2515","4.1",6,"FARMACIA","VI"
"1055","022882515","2515","3.9",6,"FARMACIA","VI"
"1056","022892515","2515","4.3",6,"FARMACIA","VI"
"1057","022902515","2515","4",6,"FARMACIA","VI"
"1059","022922515","2515","4.2",6,"FARMACIA","VI"
"1061","022962515","2515","4.1",6,"FARMACIA","VI"
"1062","022972515","2515","4.5",6,"FARMACIA","VI"
"1063","022982515","2515","4.3",6,"FARMACIA","VI"
"1064","022992515","2515","4.3",6,"FARMACIA","VI"
"1066","023032515","2515","4.1",6,"FARMACIA","VI"
"1067","023072515","2515","4.2",6,"FARMACIA","VI"
"1069","023102515","2515","4.1",6,"FARMACIA","VI"
"1071","023142515","2515","4.2",6,"FARMACIA","VI"
"1072","023162515","2515","4.1",6,"FARMACIA","VI"
"1073","023192515","2515","4.1",6,"FARMACIA","VI"
"1075","023242515","2515","4",6,"FARMACIA","VI"
"1076","023252515","2515","4.1",6,"FARMACIA","VI"
"1077","023262515","2515","4.5",6,"FARMACIA","VI"
"1078","023272515","2515","4",6,"FARMACIA","VI"
"1080","023322515","2515","4",6,"FARMACIA","VI"
"1081","023332515","2515","4.2",6,"FARMACIA","VI"
"1082","023342515","2515","3.7",6,"FARMACIA","VI"
"1084","023362515","2515","3.9",6,"FARMACIA","VI"
"1085","023372515","2515","4.2",6,"FARMACIA","VI"
"1086","023382515","2515","3.8",6,"FARMACIA","VI"
"1087","023392515","2515","4.2",6,"FARMACIA","VI"
"1089","023422515","2515","4.4",6,"FARMACIA","VI"
"1092","023452515","2515","4.3",6,"FARMACIA","VI"
"1093","023462515","2515","4",6,"FARMACIA","VI"
"1094","023472515","2515","4",6,"FARMACIA","VI"
"1095","023482515","2515","4.1",6,"FARMACIA","VI"
"1096","023492515","2515","4.1",6,"FARMACIA","VI"
"1097","023502515","2515","4.1",6,"FARMACIA","VI"
"1100","023542515","2515","4.3",6,"FARMACIA","VI"
"1102","023562515","2515","3.9",6,"FARMACIA","VI"
"1103","023572515","2515","4.1",6,"FARMACIA","VI"
"1104","023582515","2515","4.2",6,"FARMACIA","VI"
"1105","023612515","2515","3.9",6,"FARMACIA","VI"
"1106","023622515","2515","4.1",6,"FARMACIA","VI"
"1107","023632515","2515","4.2",6,"FARMACIA","VI"
"1111","023732515","2515","4",6,"FARMACIA","VI"
"1113","023752515","2515","3.8",6,"FARMACIA","VI"
"1114","023762515","2515","4.3",6,"FARMACIA","VI"
"1115","023772515","2515","4.1",6,"FARMACIA","VI"
"1118","023862515","2515","4",6,"FARMACIA","VI"
"1120","023922515","2515","4.2",6,"FARMACIA","VI"
"1121","023932515","2515","4.3",6,"FARMACIA","VI"
"1122","023942515","2515","4.1",6,"FARMACIA","VI"
"1123","023952515","2515","4",6,"FARMACIA","VI"
"1124","023962515","2515","3.8",6,"FARMACIA","VI"
"1126","023982515","2515","4",6,"FARMACIA","VI"
"1127","023992515","2515","4.4",6,"FARMACIA","VI"
"1128","024002515","2515","4",6,"FARMACIA","VI"
"1130","024022515","2515","4.2",6,"FARMACIA","VI"
"1131","024032515","2515","4.1",6,"FARMACIA","VI"
"1132","024042515","2515","4.2",6,"FARMACIA","VI"
"1133","024052515","2515","4.1",6,"FARMACIA","VI"
"1134","024062515","2515","4.6",6,"FARMACIA","VI"
"1135","024072515","2515","4.2",6,"FARMACIA","VI"
"1136","024082515","2515","4",6,"FARMACIA","VI"
"1137","024102515","2515","4.3",6,"FARMACIA","VI"
"1138","024112515","2515","4.1",6,"FARMACIA","VI"
"1139","024122515","2515","4.4",6,"FARMACIA","VI"
"1140","024132515","2515","4.6",6,"FARMACIA","VI"
"1142","024162515","2515","4.2",6,"FARMACIA","VI"
"1143","024172515","2515","4.1",6,"FARMACIA","VI"
"1145","024202515","2515","4.2",6,"FARMACIA","VI"
"1148","024232515","2515","3.8",6,"FARMACIA","VI"
"1150","024272515","2515","3.9",6,"FARMACIA","VI"
"1151","024282515","2515","4.1",6,"FARMACIA","VI"
"1153","024312515","2515","4",6,"FARMACIA","VI"
"1154","024342515","2515","4.2",6,"FARMACIA","VI"
"1155","024362515","2515","4",6,"FARMACIA","VI"
"1156","024372515","2515","4.5",6,"FARMACIA","VI"
"1157","024402515","2515","4.1",6,"FARMACIA","VI"
"1158","024432515","2515","4.3",6,"FARMACIA","VI"
"1159","024452515","2515","3.9",6,"FARMACIA","VI"
"1160","024472515","2515","4.2",6,"FARMACIA","VI"
"1162","024492515","2515","4.1",6,"FARMACIA","VI"
"1164","024542515","2515","4.2",6,"FARMACIA","VI"
"1166","024582515","2515","3.9",6,"FARMACIA","VI"
"1168","024632515","2515","4.4",6,"FARMACIA","VI"
"1169","024652515","2515","3.9",6,"FARMACIA","VI"
"1173","024742515","2515","3.9",6,"FARMACIA","VI"
"1176","024802515","2515","4.2",6,"FARMACIA","VI"
"1177","024812515","2515","4.6",6,"FARMACIA","VI"
"1178","024822515","2515","4",6,"FARMACIA","VI"
"1180","024852515","2515","4.1",6,"FARMACIA","VI"
"1181","024892515","2515","3.8",6,"FARMACIA","VI"
"1182","024902515","2515","4.1",6,"FARMACIA","VI"
"1183","024912515","2515","4.3",6,"FARMACIA","VI"
"1188","024972515","2515","4.1",6,"FARMACIA","VI"
"1189","024982515","2515","4",6,"FARMACIA","VI"
"1191","025002515","2515","4.2",6,"FARMACIA","VI"
"1192","025012515","2515","4.6",6,"FARMACIA","VI"
"1195","025052515","2515","4.4",6,"FARMACIA","VI"
"1197","025072515","2515","4",6,"FARMACIA","VI"
"1198","025082515","2515","4.4",6,"FARMACIA","VI"
"1199","025092515","2515","4.3",6,"FARMACIA","VI"
"1202","025122515","2515","4.1",6,"FARMACIA","VI"
"1204","025142515","2515","4.1",6,"FARMACIA","VI"
"1207","025172515","2515","4.3",6,"FARMACIA","VI"
"1210","025202515","2515","3.9",6,"FARMACIA","VI"
"1211","025212515","2515","4",6,"FARMACIA","VI"
"1213","025242515","2515","4.1",6,"FARMACIA","VI"
"1214","025272515","2515","4",6,"FARMACIA","VI"
"1218","025312515","2515","4",6,"FARMACIA","VI"
"1219","025322515","2515","4",6,"FARMACIA","VI"
"1223","025372515","2515","4",6,"FARMACIA","VI"
"1224","025402515","2515","4.2",6,"FARMACIA","VI"
"1236","025562515","2515","4.4",6,"FARMACIA","VI"
"1239","025592515","2515","4.4",6,"FARMACIA","VI"
"1247","025672515","2515","4.5",6,"FARMACIA","VI"
"1255","025772515","2515","4.4",6,"FARMACIA","VI"
"1581","016872516","2516","3.8",6,"FÍSICA","VI"
"1582","016972516","2516","4.1",6,"FÍSICA","VI"
"1588","017442516","2516","4.1",6,"FÍSICA","VI"
"1595","017762516","2516","4.2",6,"FÍSICA","VI"
"1600","017962516","2516","4",6,"FÍSICA","VI"
"1617","018892516","2516","4",6,"FÍSICA","VI"
"1622","019122516","2516","3.8",6,"FÍSICA","VI"
"1626","019262516","2516","4.2",6,"FÍSICA","VI"
"1628","019332516","2516","4.2",6,"FÍSICA","VI"
"1629","019342516","2516","4.5",6,"FÍSICA","VI"
"1630","019392516","2516","4.1",6,"FÍSICA","VI"
"1633","019482516","2516","4.2",6,"FÍSICA","VI"
"1639","019652516","2516","4",6,"FÍSICA","VI"
"1640","019692516","2516","3.9",6,"FÍSICA","VI"
"1642","019752516","2516","4.3",6,"FÍSICA","VI"
"1643","019792516","2516","4",6,"FÍSICA","VI"
"1645","019812516","2516","4.1",6,"FÍSICA","VI"
"1646","019822516","2516","4.1",6,"FÍSICA","VI"
"1647","019842516","2516","3.7",6,"FÍSICA","VI"
"1648","019862516","2516","4",6,"FÍSICA","VI"
"1651","019942516","2516","4.1",6,"FÍSICA","VI"
"1652","019962516","2516","4.2",6,"FÍSICA","VI"
"1657","020112516","2516","4.4",6,"FÍSICA","VI"
"1658","020122516","2516","4.3",6,"FÍSICA","VI"
"1659","020132516","2516","4.6",6,"FÍSICA","VI"
"1661","020152516","2516","4.4",6,"FÍSICA","VI"
"1662","020162516","2516","4.4",6,"FÍSICA","VI"
"1664","020192516","2516","4",6,"FÍSICA","VI"
"1665","020202516","2516","4.3",6,"FÍSICA","VI"
"1669","020402516","2516","4.3",6,"FÍSICA","VI"
"1672","020532516","2516","4.3",6,"FÍSICA","VI"
"1676","020682516","2516","3.9",6,"FÍSICA","VI"
"1680","020782516","2516","4.1",6,"FÍSICA","VI"
"1681","020792516","2516","4.4",6,"FÍSICA","VI"
"1682","020802516","2516","4.5",6,"FÍSICA","VI"
"1685","020832516","2516","4.3",6,"FÍSICA","VI"
"1686","020842516","2516","4.3",6,"FÍSICA","VI"
"1687","020852516","2516","3.8",6,"FÍSICA","VI"
"1688","020862516","2516","4",6,"FÍSICA","VI"
"1690","020882516","2516","4.3",6,"FÍSICA","VI"
"1692","020902516","2516","4",6,"FÍSICA","VI"
"1693","020922516","2516","4.2",6,"FÍSICA","VI"
"1695","020962516","2516","3.9",6,"FÍSICA","VI"
"1698","021022516","2516","4.4",6,"FÍSICA","VI"
"1699","021032516","2516","4.4",6,"FÍSICA","VI"
"1701","021112516","2516","4.3",6,"FÍSICA","VI"
"1703","021132516","2516","4.1",6,"FÍSICA","VI"
"1705","021182516","2516","3.9",6,"FÍSICA","VI"
"1710","021262516","2516","3.8",6,"FÍSICA","VI"
"1711","021272516","2516","4.4",6,"FÍSICA","VI"
"1714","021322516","2516","4.3",6,"FÍSICA","VI"
"1716","021402516","2516","4.3",6,"FÍSICA","VI"
"1720","021462516","2516","4.5",6,"FÍSICA","VI"
"1721","021482516","2516","4.1",6,"FÍSICA","VI"
"1727","021652516","2516","4.8",6,"FÍSICA","VI"
"1730","021702516","2516","4.1",6,"FÍSICA","VI"
"1731","021712516","2516","4.8",6,"FÍSICA","VI"
"1732","021722516","2516","4.1",6,"FÍSICA","VI"
"1733","021732516","2516","4.4",6,"FÍSICA","VI"
"1734","021752516","2516","4.2",6,"FÍSICA","VI"
"1737","021782516","2516","4.2",6,"FÍSICA","VI"
"1738","021792516","2516","4",6,"FÍSICA","VI"
"1742","021882516","2516","4.5",6,"FÍSICA","VI"
"1744","021932516","2516","4.7",6,"FÍSICA","VI"
"1745","021952516","2516","4.1",6,"FÍSICA","VI"
"1747","021982516","2516","4.4",6,"FÍSICA","VI"
"1748","021992516","2516","4.6",6,"FÍSICA","VI"
"1749","022002516","2516","4.1",6,"FÍSICA","VI"
"1750","022022516","2516","4.6",6,"FÍSICA","VI"
"1751","022062516","2516","4.4",6,"FÍSICA","VI"
"1752","022082516","2516","4.7",6,"FÍSICA","VI"
"1753","022122516","2516","4.3",6,"FÍSICA","VI"
"1754","022162516","2516","4.1",6,"FÍSICA","VI"
"1755","022252516","2516","4.4",6,"FÍSICA","VI"
"1757","022292516","2516","4.2",6,"FÍSICA","VI"
"1759","022322516","2516","4.2",6,"FÍSICA","VI"
"1760","022352516","2516","3.9",6,"FÍSICA","VI"
"1761","022402516","2516","4.1",6,"FÍSICA","VI"
"1762","022412516","2516","4.4",6,"FÍSICA","VI"
"1763","022442516","2516","4.4",6,"FÍSICA","VI"
"1764","022472516","2516","4.1",6,"FÍSICA","VI"
"1765","022502516","2516","4.1",6,"FÍSICA","VI"
"1775","022712516","2516","4.5",6,"FÍSICA","VI"
"1782","022792516","2516","4.3",6,"FÍSICA","VI"
"1785","022832516","2516","4.1",6,"FÍSICA","VI"
"1787","022852516","2516","4.4",6,"FÍSICA","VI"
"1788","022862516","2516","3.9",6,"FÍSICA","VI"
"1791","022892516","2516","4.6",6,"FÍSICA","VI"
"1794","022922516","2516","4.5",6,"FÍSICA","VI"
"1796","022942516","2516","3.8",6,"FÍSICA","VI"
"1810","023112516","2516","4.4",6,"FÍSICA","VI"
"1812","023142516","2516","4.5",6,"FÍSICA","VI"
"1820","023282516","2516","4.1",6,"FÍSICA","VI"
"1821","023292516","2516","4.3",6,"FÍSICA","VI"
"1829","023382516","2516","4.4",6,"FÍSICA","VI"
"2211","011302517","2517","3.8",6,"GEOLOGÍA","VI"
"2212","011312517","2517","3.9",6,"GEOLOGÍA","VI"
"2221","011812517","2517","4.1",6,"GEOLOGÍA","VI"
"2222","011882517","2517","4.2",6,"GEOLOGÍA","VI"
"2224","011942517","2517","3.8",6,"GEOLOGÍA","VI"
"2225","011992517","2517","4.1",6,"GEOLOGÍA","VI"
"2226","012112517","2517","3.7",6,"GEOLOGÍA","VI"
"2227","012162517","2517","3.8",6,"GEOLOGÍA","VI"
"2228","012272517","2517","3.7",6,"GEOLOGÍA","VI"
"2229","012282517","2517","4.1",6,"GEOLOGÍA","VI"
"2230","012302517","2517","3.8",6,"GEOLOGÍA","VI"
"2231","012312517","2517","3.9",6,"GEOLOGÍA","VI"
"2236","012492517","2517","4",6,"GEOLOGÍA","VI"
"2237","012512517","2517","3.8",6,"GEOLOGÍA","VI"
"2241","012682517","2517","3.8",6,"GEOLOGÍA","VI"
"2242","012702517","2517","3.8",6,"GEOLOGÍA","VI"
"2243","012722517","2517","4",6,"GEOLOGÍA","VI"
"2244","012742517","2517","4",6,"GEOLOGÍA","VI"
"2245","012752517","2517","4.2",6,"GEOLOGÍA","VI"
"2246","012762517","2517","3.9",6,"GEOLOGÍA","VI"
"2247","012782517","2517","3.9",6,"GEOLOGÍA","VI"
"2248","012792517","2517","4.3",6,"GEOLOGÍA","VI"
"2249","012802517","2517","4.1",6,"GEOLOGÍA","VI"
"2250","012812517","2517","3.9",6,"GEOLOGÍA","VI"
"2251","012822517","2517","3.8",6,"GEOLOGÍA","VI"
"2252","012842517","2517","3.8",6,"GEOLOGÍA","VI"
"2253","012872517","2517","3.9",6,"GEOLOGÍA","VI"
"2255","012932517","2517","4.2",6,"GEOLOGÍA","VI"
"2256","012942517","2517","4.2",6,"GEOLOGÍA","VI"
"2258","012972517","2517","3.9",6,"GEOLOGÍA","VI"
"2259","012982517","2517","3.7",6,"GEOLOGÍA","VI"
"2264","013102517","2517","3.9",6,"GEOLOGÍA","VI"
"2265","013132517","2517","3.8",6,"GEOLOGÍA","VI"
"2266","013232517","2517","4",6,"GEOLOGÍA","VI"
"2267","013242517","2517","4.1",6,"GEOLOGÍA","VI"
"2268","013252517","2517","4",6,"GEOLOGÍA","VI"
"2269","013282517","2517","4.1",6,"GEOLOGÍA","VI"
"2270","013292517","2517","4.3",6,"GEOLOGÍA","VI"
"2271","013322517","2517","3.8",6,"GEOLOGÍA","VI"
"2272","013332517","2517","3.9",6,"GEOLOGÍA","VI"
"2275","013372517","2517","3.9",6,"GEOLOGÍA","VI"
"2276","013382517","2517","3.7",6,"GEOLOGÍA","VI"
"2279","013472517","2517","3.8",6,"GEOLOGÍA","VI"
"2282","013542517","2517","4",6,"GEOLOGÍA","VI"
"2283","013552517","2517","4.1",6,"GEOLOGÍA","VI"
"2284","013562517","2517","4.1",6,"GEOLOGÍA","VI"
"2287","013612517","2517","3.8",6,"GEOLOGÍA","VI"
"2291","013662517","2517","4.3",6,"GEOLOGÍA","VI"
"2294","013732517","2517","4.2",6,"GEOLOGÍA","VI"
"2295","013752517","2517","3.9",6,"GEOLOGÍA","VI"
"2296","013762517","2517","4.1",6,"GEOLOGÍA","VI"
"2297","013802517","2517","4",6,"GEOLOGÍA","VI"
"2298","013812517","2517","4.3",6,"GEOLOGÍA","VI"
"2299","013822517","2517","4.3",6,"GEOLOGÍA","VI"
"2301","013852517","2517","4.1",6,"GEOLOGÍA","VI"
"2302","013872517","2517","3.9",6,"GEOLOGÍA","VI"
"2303","013892517","2517","4.1",6,"GEOLOGÍA","VI"
"2304","013902517","2517","4.3",6,"GEOLOGÍA","VI"
"2305","014012517","2517","4.3",6,"GEOLOGÍA","VI"
